Type,ID,SedRed,Cost,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,1856,52.559,27136.533,11.562000000000001,1856,LES,3,7,129,105,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,60794.16016,547147.4414,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Comfrey,0.28,0.28,0.5209866,0.5142665,31200.035160000003,31243.10742,18,82,816,174.4856145,NCED easement_GBERB,159.4504089
WCMO,1857,9.551,2111.587,4.917,1857,LES,3,7,129,105,Le Sueur,Upper Le Sueur,LS btwn gauges,BT,3,LO,10,11001.76074,99015.84668,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Comfrey,0.28,0.28,0.5819191,0.1855366,2028.842773,2039.838257,18,82,6935,88.28187598,GBER_CONUS_wet_poly,441.9613342
WCMO,1858,5.691,6684.585,4.418,1858,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,8777.000977,78993.00878999999,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1.0,Frequent,0.75,silt loam,5.0,Barbert,0.28,0.28,0.1167218,0.08000399999999999,693.3947754,701.7207031,319,86,1945,571.6281217000001,GBER_CONUS_wet_poly,1074.946045
WCMO,1859,2.907,823.654,3.073,1859,LES,3,7,181,105,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,4291.392578,38622.5332,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Comfrey,0.28,0.28,0.579626,0.1088323,449.5863953,466.7242432,18,82,921,0.0,GBER_CONUS_wet_poly,753.4525146000001
WCMO,1860,3.0839999999999996,873.842,3.17,1860,LES,3,7,181,105,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,4552.879395,40975.91455,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Comfrey,0.28,0.28,0.19650479999999998,0.1452984,635.5351562999999,661.0760498,18,82,12582,179.9390399,GBER_CONUS_wet_poly,564.355896
WCMO,1861,318.621,236254.405,32.541,1861,LES,3,7,181,105,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,479143.7813,4312294.031,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,2.666666667,clay loam,5.0,Comfrey,0.2666667,0.2666667,0.18423699999999998,0.5936918000000001,283773.4063,284270.7188,211,86,12582,27.44180152,GBER_CONUS_wet_poly,144.85629269999998
WCMO,1866,5.132999999999999,6810.314,4.6,1866,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,9432.074219,84888.66797000001,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,2.0,silty clay loam,5.0,Marna,0.28,0.28,0.0011089000000000001,0.22203710000000002,2050.290283,2092.873047,230,92,7749,158.11446569999998,GBER_CONUS_wet_poly,414.3452454
WCMO,1867,27.664,14758.881000000001,10.713,1867,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,50845.58594,457610.2734,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.3306104,0.5136622999999999,26004.15234,26100.08984,110,82,3928,0.0,GBER_CONUS_wet_poly,159.63797
WCMO,1868,52.801,31909.91,13.181,1868,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,77728.35938,699555.2344,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,2.666666667,silty clay loam,4.333333333,Glencoe,0.2233333,0.2233333,0.0388078,1.0308518,79157.05469,80072.83594,86,83,11037,47.98990743,GBER_CONUS_wet_poly,80.5159378
WCMO,1869,2.167,609.507,2.668,1869,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,3175.644775,28580.80298,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.17891970000000001,0.33017329999999995,1043.017334,1047.811646,997,85,11037,892.9499175000001,GBER_CONUS_wet_poly,257.4406128
WCMO,1870,5.622000000000001,6982.729,4.838,1870,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,10330.38965,92973.50684,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.1492515,0.33518159999999997,3475.162598,3460.255615,110,87,3928,273.2050329,GBER_CONUS_wet_poly,259.560791
WCMO,1871,4.438,6565.064,4.292,1871,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,8154.273926000001,73388.46532999999,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.160693,0.4040071,3239.732666,3292.192627,110,87,3928,401.20259139999996,GBER_CONUS_wet_poly,215.3427582
WCMO,1872,13.379000000000001,9719.207,7.462000000000001,1872,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,24587.94531,221291.5078,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.666666667,silty clay loam,5.0,Marna,0.31,0.31,0.1057507,0.25489639999999997,6276.569824,6263.211914,110,84,3928,607.2694058999999,GBER_CONUS_wet_poly,329.5456238
WCMO,1873,2.029,5715.427,2.908,1873,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,3727.510254,33547.59229,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.5,silt loam,5.0,Rolfe,0.37,0.37,1.1222686000000002,0.16258029999999998,579.4363403,605.6171875,219,84,6894,764.3197144,GBER_CONUS_wet_poly,516.6676025
WCMO,1874,29.250999999999998,20243.826,10.947000000000001,1874,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,53372.24219,480350.1797,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1.0,Frequent,1.0,muck,4.4,Palms,0.212,0.212,0.0668093,0.690303,36512.19141,36818.35547,130,89,10864,558.357622,GBER_CONUS_wet_poly,128.92889399999999
WCMO,1875,2.877,11014.558,3.467,1875,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,5286.033691,47574.30322,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.325,0.325,0.12095460000000001,0.1383249,717.0762329,730.7045897999999,219,86,6894,509.8142339,GBER_CONUS_wet_poly,621.7247313999999
WCMO,1876,2.101,5735.399,2.946,1876,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,3831.563721,34484.073489999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.325,0.325,0.3880126,0.35003270000000003,1304.221802,1340.279907,110,86,10864,298.96880510000005,GBER_CONUS_wet_poly,245.6913452
WCMO,1877,1.806,632.141,2.722,1877,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,3293.572998,29642.15698,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Webster,0.26,0.26,0.1213682,0.3479049,1155.392212,1145.0839839999999,113,94,10864,378.12683930000003,GBER_CONUS_wet_poly,270.1887512
WCMO,1878,3.722,6312.661999999999,3.945,1878,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,6839.210937999999,61552.89844,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.325,0.325,1.0935427,0.1848503,1212.802612,1263.3903810000002,110,86,8030,429.75836560000005,GBER_CONUS_wet_poly,465.2414246
WCMO,1879,4.315,1510.4560000000001,4.216,1879,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,7869.758301000001,70827.82471,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.833333333,silty clay loam,5.0,Glencoe,0.2666667,0.2666667,0.9296424999999999,0.33554709999999993,2663.572754,2638.910645,86,91,10864,250.7292914,GBER_CONUS_wet_poly,271.1989136
WCMO,1880,79.048,32701.597999999998,18.112000000000002,1880,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,144330.4844,1298974.3590000002,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.1,silty clay loam,5.0,Marna,0.272,0.272,0.1369687,0.3000974,43268.04688,43284.37891,211,86,5826,64.12368059,GBER_CONUS_wet_poly,286.5735779
WCMO,1881,2.135,5747.411,2.9610000000000003,1881,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,3894.148193,35047.333739999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.5,silty clay loam,5.0,Marna,0.26,0.26,0.7463204999999999,0.3584934,1451.898071,1395.091309,130,93,10864,662.5511371,GBER_CONUS_wet_poly,259.4190369
WCMO,1882,32.592,16414.281000000003,11.58,1882,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,59470.52734,535234.7461,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.0451688,0.5909458000000001,35086.23047,35120.35938,211,84,10864,567.807377,GBER_CONUS_wet_poly,142.1450043
WCMO,1883,2.419,5715.88,2.898,1883,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,3729.870361,33568.83325,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,silt loam,5.0,Rolfe,0.325,0.325,0.18178870000000003,0.25669369999999997,956.4407348999999,956.7927245999999,219,86,1945,512.1713222,GBER_CONUS_wet_poly,335.0296326
WCMO,1884,4.867,6440.6759999999995,4.104,1884,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,7506.191895,67555.72705,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.875,silty clay,5.0,Lura,0.28,0.28,1.4123275,0.17922929999999998,1350.133911,1344.426025,211,84,1945,75.1827788,GBER_CONUS_wet_poly,468.6734619
WCMO,1885,2.715,5950.132,3.346,1885,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,4950.364746,44553.28271,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.4532483,0.28555949999999997,1434.079712,1412.679321,110,87,10864,715.9216535,GBER_CONUS_wet_poly,304.66506960000004
WCMO,1886,12.283,8637.625,6.526,1886,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,18952.70117,170574.3105,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.833333333,silty clay loam,5.0,Canisteo,0.2666667,0.2666667,0.8550535,0.37861269999999997,7145.557129000001,7170.914062999999,86,87,1945,131.8462815,GBER_CONUS_wet_poly,229.7862701
WCMO,1887,58.287,35420.562000000005,15.577,1887,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,106394.9297,957554.3672,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,1.9583333330000001,silty clay,5.0,Lura,0.2766667,0.2766667,1.4182215,0.6730789,71638.48438,71564.51563,211,86,8030,690.2842284,GBER_CONUS_wet_poly,127.7710571
WCMO,1888,18.254,10865.596000000001,8.316,1888,LES,3,6,174,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,30560.8457,275047.6113,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0.0,None,1.3,clay loam,5.0,Le Sueur,0.264,0.264,0.4436045,0.5072027,15529.5332,15490.18066,110,90,1945,864.5031150000001,GBER_CONUS_wet_poly,177.4438324
WCMO,1889,19.324,23024.362,8.179,1889,LES,3,7,180,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,29827.18555,268444.6699,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.916666667,silty clay,4.333333333,Lura,0.2233333,0.2233333,2.4438287999999995,0.4118262,12275.71582,12275.36133,211,83,1945,0.0,GBER_CONUS_wet_poly,201.54132080000002
WCMO,1890,3.6319999999999997,6880.984,3.906,1890,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,6673.04541,60057.40869,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Minnetonka,0.28,0.28,0.1067259,0.32734240000000003,2253.752197,2182.924072,287,77,6894,121.9640977,GBER_CONUS_wet_poly,235.22770690000002
WCMO,1891,13.72,14839.266000000001,7.582000000000001,1891,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,25213.47656,226921.2891,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.666666667,silty clay loam,5.0,Marna,0.31,0.31,0.2027453,0.4410215,11145.49414,11112.30664,110,83,6894,223.9827101,GBER_CONUS_wet_poly,188.1994476
WCMO,1892,4.265,1504.065,4.231,1892,LES,3,6,93,100,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,7836.460937999999,70528.14844,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.0794062,0.17894939999999998,1391.510376,1401.400024,310,77,8030,89.49875126,GBER_CONUS_wet_poly,430.28930660000003
WCMO,1893,8.548,2853.2659999999996,5.837000000000001,1893,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,14866.046880000002,133794.4219,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,0.1487405,0.2518534,3712.8232420000004,3741.58667,310,77,677,20.91095415,GBER_CONUS_wet_poly,305.73336789999996
WCMO,1894,2.4859999999999998,829.571,3.141,1894,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,4322.219238000001,38899.973139999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,clay,5.0,Beauford,0.28,0.28,1e-05,0.2883712,1237.977417,1245.576294,310,77,8030,241.2424892,GBER_CONUS_wet_poly,267.01696780000003
WCMO,1895,2.73,910.807,3.2939999999999996,1895,LES,3,6,141,109,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,4745.476074,42709.28467,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1.0,Frequent,0.5,silt loam,5.0,Barbert,0.28,0.28,0.4570575,0.1833368,861.3163452,869.4432982999999,319,86,8030,306.9690216,GBER_CONUS_wet_poly,469.08200070000004
WCMO,1896,4.018,6406.513000000001,4.0969999999999995,1896,LES,3,6,142,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,7328.194823999999,65953.75342000001,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,3.5,silty clay loam,5.0,Minnetonka,0.28,0.28,0.3725617,2.3217194,16925.33398,17002.72266,211,82,8030,823.4885676,GBER_CONUS_wet_poly,35.3186531
WCMO,1897,0.132,1093.087,3.702,1897,LES,3,6,136,111,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,5695.186035,51256.67432,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,29.05,clay loam,5.0,Hamel,0.28,0.28,1.4040976,0.4871027,2643.506348,2772.363525,414,49,3529,267.6652712,GBER_CONUS_wet_poly,100.5948105
WCMO,1898,0.125,1040.17,3.608,1898,LES,3,6,136,111,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,5419.477051,48775.29346,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,15.65,clay loam,5.0,Hamel,0.28,0.28,4.3226848,0.39856199999999997,2162.99585,2158.611572,414,70,3529,439.9483585,GBER_CONUS_wet_poly,175.63140869999998
WCMO,1915,7.955,1541.5179999999998,0.0,1915,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,8031.596191,72284.36572,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5.0,Poorly drained soil,0.26,0.26,0.0951468,0.4803441,3851.87915,3855.008789,L83A,90,2083,897.9704647,GBER_CONUS_wet_poly,187.3656921
WCMO,1916,8.822000000000001,8082.93,3.965,1916,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,8906.978516,80162.80664,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8666666670000001,clay loam,5.0,Poorly drained soil,0.2533333,0.2533333,0.009290000000000001,0.5090534999999999,4453.199707,4530.695313,L78A,91,2083,732.6365212000001,GBER_CONUS_wet_poly,178.76315309999998
WCMO,1917,0.027000000000000003,7138.802,5.256,1917,LES,3,6,76,75,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,11143.55664,100292.0098,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,loam,4.5,Fieldon,0.28,0.28,0.2987261,0.3200447,3499.688721,3564.223389,136,88,13616,847.1005826999999,GBER_CONUS_wet_poly,274.9616089
WCMO,1919,0.9470000000000001,17308.374,9.74,1919,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,38077.98828,342701.8945,Hay/Pasture,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.125,silty clay loam,5.0,Spicer,0.29,0.29,0.1248463,0.41063130000000003,15566.20996,15626.34961,134,93,7891,227.6922965,GBER_CONUS_wet_poly,226.4805603
WCMO,1920,0.914,17050.651,9.584,1920,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,36735.20703,330616.8633,Open Water,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Spicer,0.3,0.3,0.11843980000000001,0.3903163,14321.87598,14329.50781,136,89,8374,43.85199103,GBER_CONUS_wet_poly,228.0202179
WCMO,1921,0.12,19783.491,11.219000000000001,1921,LES,3,6,76,75,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,50973.8125,458764.3125,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0.0,None,1.75,silty clay loam,5.0,Kingston,0.28,0.28,0.8620745999999999,0.35758690000000004,18218.69336,18216.2168,136,98,13616,500.1956187,GBER_CONUS_wet_poly,274.0592651
WCMO,1924,0.11800000000000001,10888.938,3.403,1924,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,4631.533691,41683.80322,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.833333333,silty clay loam,5.0,Spicer,0.2933333,0.2933333,0.6342283000000001,0.1419773,632.508728,657.1662597999999,136,90,7891,690.0390778,GBER_CONUS_wet_poly,633.9042969
WCMO,1925,0.435,13318.351999999999,6.569,1925,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,17289.23438,155603.1094,Hay/Pasture,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Spicer,0.3,0.3,0.8431073,0.2465654,4234.020508,4260.290039,134,88,7891,779.3471893,GBER_CONUS_wet_poly,356.9033508
WCMO,1928,1.16,23988.577999999998,10.8,1928,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,46832.16797,421489.5117,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.833333333,silty clay loam,5.0,Okoboji,0.2933333,0.2933333,0.0211633,0.4290826,20158.30078,20082.40234,134,90,7891,1120.376176,GBER_CONUS_wet_poly,209.7498169
WCMO,1929,0.045,8580.927,6.8020000000000005,1929,LES,3,6,76,75,Le Sueur,Above Red Jacket,LS BL LG,BL,3,LO,2,18657.29883,167915.6895,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Spicer,0.28,0.28,0.3435886,0.1864595,3488.843994,3476.664551,140,91,13616,1317.585442,GBER_CONUS_wet_poly,488.0415649
WCMO,1933,0.125,6152.368,3.2539999999999996,1933,LES,3,6,99,91,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,4283.442383,38550.98145,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0.0,None,1.5,silty clay loam,5.0,Kingston,0.28,0.28,1.2345812,0.1182868,507.8051453,506.3581543000001,136,97,12226,1386.559281,GBER_CONUS_wet_poly,820.0408936000001
WCMO,1934,0.344,7621.819,5.841,1934,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,13660.16504,122941.4854,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Spicer,0.3,0.3,0.1089009,0.3053721,4303.914551,4168.849609000001,134,88,7042,1122.0586369999999,GBER_CONUS_wet_poly,288.1730042
WCMO,1935,0.094,5708.331,2.8160000000000003,1935,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,3690.53833,33214.84497,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Madelia,0.28,0.28,0.04171369999999999,0.20501129999999998,747.2661132999999,756.1328125,136,94,7042,968.0089806,GBER_CONUS_wet_poly,458.51132199999995
WCMO,1936,0.10800000000000001,5816.0380000000005,3.2560000000000002,1936,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,4251.708984000001,38265.380860000005,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Madelia,0.28,0.28,0.2585631,0.1050675,468.075592,446.43902589999993,136,94,7042,991.3974836000001,GBER_CONUS_wet_poly,894.663208
WCMO,1937,1.099,20344.353,9.504,1937,LES,3,6,99,91,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,38450.77344,346056.9609,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,silty clay loam,5.0,Okoboji,0.3,0.3,0.17911960000000002,0.16801760000000002,6396.429199,6456.377441,136,90,12226,1052.2065460000001,GBER_CONUS_wet_poly,535.6582031
WCMO,1942,0.392,15084.662,6.718999999999999,1942,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,18900.08789,170100.79100000003,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1.0,Frequent,0.75,muck,3.5,Palms,0.13,0.13,0.45977640000000003,0.4487844,8506.258789,8476.59375,L13A,85,3529,240.15569469999997,GBER_CONUS_wet_poly,189.400528
WCMO,1981,4.5969999999999995,733.675,2.843,1981,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,3822.584229,34403.25806,Cultivated Crops,Not prime farmland,Poorly drained,All Hydric,1.0,None,1.5,silty clay loam,5.0,Alluvial land,0.22,0.22,0.6810384,0.8939497999999999,3475.6767579999996,3414.8076170000004,248,59,5099,388.0051704,GBER_CONUS_wet_poly,65.9992294
WCMO,1982,3.7030000000000003,6293.559,2.577,1982,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3737.257568,33635.318119999996,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Poorly drained soil,0.24,0.24,0.1995606,0.38512820000000003,1434.987793,1438.2348630000001,L83A,93,2083,632.2852875,GBER_CONUS_wet_poly,241.4780273
WCMO,1983,0.177,6631.73,4.501,1983,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,8501.618164,76514.56348,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0.0,None,2.333333333,loam,5.0,Lomax,0.2533333,0.2533333,1.2003726000000001,0.7932296999999999,6810.669922,6739.384276999999,349,71,3529,113.3192017,GBER_CONUS_wet_poly,89.5074921
WCMO,1985,9.262,1581.255,3.843,1985,LES,2,24,165,178,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,8238.631836,74147.68652,Hay/Pasture,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,3.45,clay loam,5.0,Poorly drained soil,0.24,0.24,0.0061903,0.4876845,3989.7468259999996,4014.828857,L107A,92,6112,209.174028,GBER_CONUS_wet_poly,188.64656069999998
WCMO,1986,3.588,11253.563,2.541,1986,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3621.70459,32595.341310000003,Hay/Pasture,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Poorly drained soil,0.24,0.24,1e-05,0.2682738,912.6674805,970.8758545,L83A,93,4940,100.9750387,GBER_CONUS_wet_poly,346.66076660000004
WCMO,1987,10.39,13631.011999999999,4.327,1987,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,10490.45801,94414.12207,Hay/Pasture,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5.0,Canisteo,0.26,0.26,0.2955448,0.1474432,1552.577026,1545.580444,L78A,90,4940,152.6905837,GBER_CONUS_wet_poly,610.404541
WCMO,1988,7.422000000000001,14326.268,3.6630000000000003,1988,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,7492.469238,67432.22314,Hay/Pasture,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.8,clay loam,5.0,Harps,0.26,0.26,0.573516,0.6084224,4583.245606,4555.15332,L84A,90,5588,0.0,GBER_CONUS_wet_poly,147.9235535
WCMO,1989,7.912999999999999,7149.259,3.77,1989,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,7988.966309,71900.69678,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.6,clay loam,5.0,Harps,0.28,0.28,5.029421299999999,0.2828895,2268.490479,2258.287842,L84A,86,3013,113.76416640000001,GBER_CONUS_wet_poly,304.0056763
