Site_ID,SedRed,Cost,Duck,HYDSB,SEDSB,SEDSB_R,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,SurfText,PondFCls,NEAR_FC,Hydri,Slope,Tfactor,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,CropProdIn,NEAR_FID,NEAR_DIST,CPI_depth
13876,11.649,12727.718,5.035,53,918,890,9072.49707,81652.47363,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.2475509,0.2400823,2197.473145,2176.783203,86,4474,156.279462,358.2105408
13877,353.479,107432.473,30.01,53,855,835,324064.2188,2916577.969,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.714285714,5,0.28,0.28,0.2429107,0.3574976,115510.7031,115779.5391,82,4474,92.39606988,229.3721466
13878,9.987,12294.193,4.604,53,918,890,7630.575195,68675.17676,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1196687,0.3362263,2805.135986,2563.995117,83,4474,382.6490906,246.8575439
13879,25.322,4142.565,7.81,53,890,835,21583.5332,194251.7988,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.0777434,0.5372078,11531.16602,11587.62695,79,1622,452.1705662,147.0566711
13938,7.822,11100.066,4.144,71,927,923,5731.549805,51583.94824,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.151999,0.4087163,2284.31543,2341.196533,89,516,816.0574276,217.7549438
13939,84.602,18675.633,14.457,71,927,923,71252.59375,641273.3438,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,clay loam,None,NCED easement_GBERB,0,2.5,5,0.25,0.25,0.1518174,0.8876844,63346.04688,63212.64453,94,516,439.1225361,105.8934937
14067,5.582,731.313,3.25,53,918,890,3810.276611,34292.4895,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,1.4453529,0.4625351,1648.474976,1761.288086,83,4474,696.1661464,179.4458618
14068,5.937,5790.426,3.375,53,918,890,4118.269043,37064.42139,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.833333333,5,0.28,0.28,0.3683853,0.1719895,710.4886475,707.852417,87,2810,979.0364875,505.8448181
14069,104.09,21990.449,15.573,53,918,890,88523.40625,796710.6563,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay,Frequent,NCED easement_GBERB,1,0.666666667,5,0.28,0.28,0.1698467,0.4130225,36566.125,36538.9375,81,574,698.6887326,196.1152039
14070,27.726,9419.872,7.956,53,918,890,23028.35547,207255.1992,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay,Frequent,NCED easement_GBERB,1,0.666666667,5,0.28,0.28,0.9475102,0.2074123,4788.112305,4773.335449,81,574,967.1021174,390.5265198
14072,38.491,20497.757,9.851,53,911,890,34915.94922,314243.543,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.75,5,0.28,0.28,0.0614584,0.4324552,15027.3877,15090.08691,88,2810,571.257066,203.4892731
14073,9.041,6307.115,4.338,53,918,890,6810.314941,61292.83447,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,1.5278314,0.1182969,824.0563354,805.130249,86,691,1235.425265,726.9842529
14074,5.683,5748.161,3.288,53,918,890,3898.060303,35082.54272,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.0625008,0.1263672,491.3156433,492.2763672,87,691,916.2417102,688.4699097
14075,5.053,5643.217,3.049,53,918,890,3351.282715,30161.54443,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.689375,0.0958903,333.9857788,321.1527405,87,691,855.0765142,907.2871094
14076,9.483,6489.955,4.645,53,911,890,7762.942871,69866.48584,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.1609357,0.150902,1148.967651,1170.705811,87,691,683.4277723,576.5332031
14077,53.546,13729.045,11.155,53,918,890,45479.94922,409319.543,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.833333333,5,0.28,0.28,0.1584752,0.4276736,19572.48438,19438.17188,86,574,237.4628411,201.0879211
14078,6.293,5879.646,3.575,53,967,911,4583.120117,41248.08105,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.3955702,0.4424253,2006.841431,2026.412354,87,691,286.3238381,196.6433411
14079,5.77,5762.582,3.306,53,918,890,3973.192383,35758.73145,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.1445179,0.1132645,449.5468445,449.7354736,83,574,1060.322593,732.7979126
14080,346.08,62320.216,28.753,53,918,890,298649,2687841,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.714285714,4.571428571,0.2428571,0.2428571,0.215635,0.6576464,196244.3125,196281.1563,84,691,865.4218331,127.7282257
14081,7.727,1088.237,3.949,53,918,890,5669.917969,51029.26172,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,2.4795399,0.2285044,1258.602417,1294.777588,81,8779,1006.587285,354.4789124
14082,5.951,5792.644,3.389,53,918,890,4129.823242,37168.40918,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.4131185,0.3228859,1281.533936,1332.619873,84,691,862.7263042,260.1538391
14083,23.136,8654.84,7.241,53,918,890,19042.39453,171381.5508,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.339037,0.4446415,8571.797852,8461.657227,83,8779,1067.607601,186.6672516
14084,18.962,14635.657,6.502,53,918,890,15418.37793,138765.4014,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,1.5258428,0.3491337,5316.607422,5379.640625,84,8779,585.7622713,240.5955353
14085,32.34,10189.421,8.621,53,918,890,27037.85156,243340.6641,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,1.091085,0.356453,9383.625,9631.586914,84,8779,788.075789,235.6551666
14086,18.719,3021.238,6.616,53,967,911,15741.21387,141670.9248,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.5,5,0.32,0.32,0.1691493,0.1943381,3038.086914,3057.18457,86,691,1086.719215,442.527832
14087,69.356,34653.407,12.974,53,967,911,60220.72266,541986.5039,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,1.571428571,5,0.2857143,0.2857143,0.4655735,0.5407124,32541.69141,32541.59375,88,691,645.158572,162.7482758
14098,21.396,8352.623,7.174,71,927,923,17467.79102,157210.1191,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1687991,0.1668077,2837.398438,2912.019043,85,9035,243.8358111,509.5689087
14099,527.336,140388.527,36.664,71,927,923,458152.9063,4123376.156,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,2.269230769,4.769230769,0.2846154,0.2846154,0.1813287,1.436022,655450.75,657521.3125,86,526,0,59.887661
14106,29.75,9740.144,8.535,71,927,923,24697.03516,222273.3164,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.3131922,0.1915531,4732.318848,4727.968262,86,9035,208.8457697,448.961731
14107,98.917,21065.742,15.762,71,927,923,83705.50781,753349.5703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.29,0.29,0.6481841,0.385199,32105.95313,32224.11719,85,13111,166.8451444,220.6651611
14108,5.678,5744.5,3.401,71,927,923,3878.98584,34910.87256,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.3,0.3,0.2698801,0.1229076,457.9537354,476.474823,86,13111,556.367391,699.7125854
14109,25.464,15972.868,7.919,71,927,923,20987.17578,188884.582,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.3161887,0.3146152,6651.280273,6598.981934,85,13111,621.8313318,270.1712952
14110,5.441,10705.259,3.309,71,927,923,3674.530762,33070.77686,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,0.1766072,0.3205532,1194.381348,1177.184692,91,13111,324.2199059,283.8841858
14111,5.917,5784.095,3.481,71,927,923,4085.278565,36767.50708,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.7023417,0.1112132,468.4299622,454.0661926,87,13111,278.067854,782.2813721
14112,16.578,13785.235,6.315,71,927,923,13300.375,119703.375,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1407219,0.4483596,5956.009277,5959.82959,85,13111,894.8158882,189.5799713
14113,22.292,8501.305,7.351,71,927,923,18242.45117,164182.0605,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,1.8731772,0.1882349,3415.333252,3431.814941,85,3316,133.7697463,451.5635376
14450,7.137,6019.053,3.879,73,1065,922,5309.455566,47785.1001,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.1621202,0.2902936,1551.909424,1540.340088,85,488,205.010643,292.8070374
14474,6.372,859.565,3.596,71,927,923,4478.491699,40306.42529,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,8.666666667,5,0.33,0.33,0.230529,0.5013111,2192.734863,2243.748047,82,10607,154.5188224,163.5710754
14475,4.904,616.166,3.053,71,927,923,3210.341797,28893.07617,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.3801065,0.1455742,471.6604614,467.0590515,81,10607,556.5587587,556.4172363
14476,43.475,12021.631,10.315,71,927,923,36584.00781,329256.0703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.625,5,0.28,0.28,0.2573769,0.3904447,14263.33594,14275.36035,82,10607,622.4092228,210.016922
14477,5.19,5663.626,3.172,71,927,923,3457.616455,31118.5481,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.32,0.32,0.2450326,0.2731086,973.3589478,943.7317505,86,4149,597.1735361,314.8930969
14478,38.322,6164.75,9.64,71,927,923,32119.49609,289075.4648,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,1.7,4.2,0.236,0.236,0.4824035,0.4751472,15125.36133,15252.17285,79,10607,0,166.2642517
14479,11.445,6701.103,5.079,71,927,923,8863.06543,79767.58887,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.833333333,5,0.2933333,0.2933333,0.0694036,0.1819694,1577.12854,1611.826904,86,4149,367.0824619,472.6069946
14480,7.779,11620.614,4.083,71,927,923,5694.436523,51249.92871,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.5312766,0.2548028,1506.649048,1450.0802,85,4723,553.1112405,333.5912781
14481,7.451,6038.499,3.986,71,927,923,5410.773438,48696.96094,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1,5,0.3,0.3,0.0284148,0.2960624,1582.749512,1600.956787,86,4723,209.2959666,290.4793091
14482,11.396,6692.963,5.1,71,927,923,8820.654297,79385.88867,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,1,5,0.3,0.3,0.0113335,0.1709242,1550.624756,1506.756714,86,526,183.695901,503.1468811
14483,5.114,5650.991,3.161,71,927,923,3391.78418,30526.05762,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.0563227,0.1002441,324.7910156,339.8016357,86,526,358.9441946,857.9055176
14484,30.247,14822.687,8.622,71,927,923,25127.09766,226143.8789,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,1.6,5,0.288,0.288,0.0649491,0.8683442,21522.7793,21805.82617,88,675,382.6355434,101.3423004
14716,14.606,7404.491,5.815,53,968,967,12527.84473,112750.6025,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.28,0.28,0.1832709,0.1784372,2240.279541,2233.98584,86,7300,431.5830006,481.9621582
14717,6.32,5919.677,3.615,53,968,967,4791.688477,43125.19629,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1312814,0.2581685,1212.875366,1236.266968,85,11305,229.3877724,329.2424011
14719,8.287,6272.153,4.236,53,968,967,6628.151856,59653.3667,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1276486,0.104626,686.4512939,693.0276489,86,7300,763.8713225,821.9752808
14720,426.511,128213.968,32.713,53,968,967,393184.2813,3538658.531,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.625,5,0.29,0.29,0.0371015,0.4066506,160016.1875,159785.4375,86,11305,405.8624097,211.4837799
14754,16.096,7481.937,5.961,53,918,890,12931.35156,116382.1641,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.0306586,0.1640009,2085.599609,2119.402344,85,8779,375.5978711,518.2897949
14755,6.699,5917.221,3.626,53,918,890,4778.893555,43010.04199,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.5,5,0.3,0.3,0.6704378,0.1406318,683.4707031,671.6358032,86,8779,464.831925,611.5258179
14756,19.96,14896.09,6.714,53,918,890,16284.58691,146561.2822,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.833333333,5,0.3066667,0.3066667,0.298665,0.241731,3778.980713,3933.990479,86,8779,1111.578247,355.7673645
14757,6.082,11373.985,3.565,53,968,967,4569.92627,41129.33643,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,3.1700871,0.1515486,638.3226929,692.1258545,86,2347,665.9476323,567.4746704
14760,43.483,12048.693,10.02,53,918,890,36725.00391,330525.0352,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.146724,0.4840374,17721.57617,17764.91797,85,574,545.251774,175.6062775
14766,343.565,99119.244,28.512,53,918,890,296414.0938,2667726.844,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.5,5,0.3,0.3,0.0469829,0.3564946,105744.1484,105602.4922,86,8779,7.225756488,241.237854
14767,6.433,5872.984,3.526,53,918,890,4548.408203,40935.67383,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1178713,0.2610383,1184.069702,1186.547363,85,3243,96.38668721,325.6227112
14768,4.842,5654.941,3.055,53,968,967,3412.366211,30711.2959,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.1147231,0.0699965,255.1373444,238.7003479,87,11305,499.6609985,1242.918823
14769,108.479,24031.807,16.502,53,968,967,99159.25781,892433.3203,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1,5,0.28,0.28,0.0577261,0.3644643,36193.49219,36116.85156,90,3243,481.169246,246.9377441
14770,4.794,11012.378,3.035,53,968,967,3367.208984,30304.88086,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,0.0841284,0.1791713,609.5408325,602.9194336,86,11305,678.8175347,479.9875488
14808,7.453,1079.528,3.973,53,967,911,5624.542969,50620.88672,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.3,0.3,0.5199699,0.2027978,1199.143311,1139.92981,90,691,141.3454465,443.7918701
14809,24.295,14075.594,7.79,71,923,922,21234.60352,191111.4316,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.0843116,0.5794357,12062.11328,12296.47363,87,1043,497.037432,150.1460876
14810,66.411,34005.328,12.824,53,967,911,58637.66406,527738.9766,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,3.333333333,5,0.2933333,0.2933333,2.3177726,0.6633469,38417.73438,38872.70313,86,691,78.6747553,129.6455994
14811,78.602,13157.069,13.909,53,967,911,68550.78125,616957.0313,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.3,0.3,0.6077684,0.3600948,24792.52734,24669.31445,84,488,362.5320713,233.2719116
14823,21.122,8415.497,7.134,73,1065,922,17795.37305,160158.3574,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.75,5,0.26,0.26,0.0295466,0.6808749,11857.43652,12108.93359,92,12726,441.1705005,135.1202545
14824,21.147,3419.761,7.148,73,1065,922,17817.58984,160358.3086,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.9310185,0.1073385,1886.689331,1911.330322,84,5372,0,782.5708008
14831,5.167,15978.31,3.139,71,927,923,3437.540039,30937.86035,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.00E-05,0.3178092,1081.187012,1091.837891,90,13111,1037.349389,283.1887512
14838,19.082,12968.466,6.781,71,927,923,15466.25879,139196.3291,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.257255,0.213197,3281.101074,3295.391113,90,3316,557.9470146,422.1448364
14839,4.901,5615.763,1.809,71,927,923,3208.238281,28874.14453,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1448074,0.1158173,365.8668823,371.3501282,85,8338,859.555138,733.9144897
14840,7.216,5999.632,3.951,71,927,923,5208.26709,46874.40381,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.4836233,0.1368026,675.9418335,712.0824585,85,3316,1107.523578,621.3330688
14841,5.503,715.49,3.339,71,927,923,3727.835938,33550.52344,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,2.4988654,0.0919711,372.4829407,342.6493835,81,3316,1095.073154,880.7115479
14842,4.799,5598.732,3.057,71,927,923,3119.503906,28075.53516,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.597112,0.1769542,544.664856,551.6807251,87,4418,1472.935507,491.652771
15122,6.238,5905.049,3.625,53,968,967,4715.476074,42439.28467,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.00E-05,0.4637695,2066.093262,2185.508057,87,2347,531.7957494,187.5931854
15123,9.203,12249.882,4.561,53,968,967,7483.196289,67348.7666,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.166666667,5,0.2666667,0.2666667,0.3775489,0.1610415,1200.081421,1204.337769,90,5850,365.9614719,558.8620605
15163,5.414,10725.059,3.28,53,890,835,3777.692871,33999.23584,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.6138437,0.3352641,1249.19397,1265.741455,85,3209,329.4389856,253.5314789
15164,18.984,3138.68,6.835,71,923,922,16353.10645,147177.958,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.25,5,0.28,0.28,0.4135586,0.274268,4509.789063,4482.365723,85,3209,35.72245031,309.915802
15165,14.178,12228.983,5.757,53,890,835,11613.41699,104520.7529,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.28,0.28,0.4191408,0.3087486,3526.218018,3583.412842,81,3209,293.6225764,262.3493652
15166,23.507,8936.638,7.665,71,923,922,20510.61523,184595.5371,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.333333333,5,0.2533333,0.2533333,4.6417065,0.558529,11310.21191,11448.69434,88,1043,0,157.5567322
15167,5.908,5832.448,3.531,71,923,922,4337.208496,39034.87646,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,2.0865588,0.1096432,461.8170776,475.2522888,85,3809,398.6665736,775.2420044
15168,16.572,12713.095,6.362,71,923,922,14135.72852,127221.5566,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.26,0.26,0.1248527,0.608973,8484.211914,8602.957031,94,1043,506.0372811,154.3582306
15169,17.184,12821.098,6.499,71,923,922,14698.44824,132286.0342,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.402176,0.1413825,2107.164307,2076.819824,85,12726,345.4804237,601.2060547
15170,9.498,6498.958,4.744,71,949,923,7809.851563,70288.66406,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.2838896,0.1616815,1244.139404,1261.931152,85,2294,312.343375,525.7248535
15171,5.058,5698.198,3.245,71,949,923,3637.740234,32739.66211,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.875,5,0.31,0.31,0.1930196,0.3330868,1214.10144,1210.939453,86,4692,63.00632306,258.1909485
15172,10.591,6696.131,5.07,71,949,923,8837.15918,79534.43262,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2,5,0.32,0.32,0.3378343,0.866371,7508.837891,7651.568359,92,7562,125.9433115,106.1900787
15173,14.068,7329.123,5.97,71,954,949,12135.16211,109216.459,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.3,0.3,0.2067367,0.4234909,5111.11084,5136.002441,86,9856,299.9556672,203.0740356
15174,8.534,1324.093,4.509,71,1019,960,6898.771484,62088.94336,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,3,5,0.28,0.28,0.3069562,0.5819122,4006.465576,4012.043213,90,4723,45.89696175,154.6625061
15175,9.831,11557.969,4.893,71,1019,960,8117.306641,73055.75977,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,2,5,0.3,0.3,0.6269148,0.4587833,3530.337647,3721.819092,92,4723,298.5268511,200.5304108
15215,5.386,725.281,3.357,71,1032,961,3778.850342,34009.65308,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.1246799,0.2728449,1038.720581,1030.4198,86,584,285.7519963,315.1973877
15216,5.939,5820.935,3.562,71,1032,961,4277.222168,38494.99951,Herbaceuous,Not prime farmland,Very poorly drained,All Hydric,muck,Frequent,GBER_CONUS_wet_poly,1,0.5,2,0.02,0.02,1.6616278,0.0598051,242.2105713,255.6452789,5,4723,0,83.6049347
15229,19.211,7989.825,6.795,71,927,923,15577.54297,140197.8867,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.0514628,0.2243527,3470.960693,3492.770264,85,675,319.9388956,378.8677368
15230,8.633,6234.546,4.377,71,927,923,6432.216309,57889.94678,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.0180833,0.108523,694.4389648,697.6264648,85,675,932.547942,783.2438354
15231,88.601,19343.182,14.883,71,927,923,74730.64844,672575.8359,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,NCED easement_GBERB,0,1.875,5,0.29,0.29,0.1541538,1.1944785,89206.03906,89210.5625,89,675,381.0571697,74.5095062
